method,checkpoint,query_entries,source_query_cases,macro_Recall@1,macro_Recall@5,macro_Recall@10,macro_Precision@1,macro_Precision@5,macro_Precision@10,micro_Recall@1,micro_Recall@5,micro_Recall@10,micro_Precision@1,micro_Precision@5,micro_Precision@10
model_plus_tuned_delta_050,/mnt/meditech/group1/deep_learning/cluster/artifacts/training_runs/hpsearch_gate_v3_20260621_001921_long/gate_v3_sequentialgate_hybmp_l002_w050_balanced_length_b256_lr0.0001_src0.02_scale0.02_long/checkpoints/best_val_official_like_at10.pt,14,33052,0.06701200778082089,0.19646136691138194,0.2732250979572816,0.06701200778082089,0.05339716558698582,0.04467816010938714,0.054429384000968174,0.16340917342369599,0.24098390415103474,0.054429384000968174,0.04276291903666932,0.03723829117753802
