method,query_entries,source_query_cases,macro_Recall@1,macro_Recall@5,macro_Recall@10,macro_Precision@1,macro_Precision@5,macro_Precision@10,micro_Recall@1,micro_Recall@5,micro_Recall@10,micro_Precision@1,micro_Precision@5,micro_Precision@10
contrastive_sequential,14,33052,0.04063589144393276,0.12380958180888223,0.18707577909100628,0.04063589144393276,0.03100069205188604,0.026976108966972733,0.03446084957037396,0.10949413046109162,0.1665254750090766,0.03446084957037396,0.027792569284763365,0.024183105409657367
