method,query_entries,source_query_cases,macro_Recall@1,macro_Recall@5,macro_Recall@10,macro_Precision@1,macro_Precision@5,macro_Precision@10,micro_Recall@1,micro_Recall@5,micro_Recall@10,micro_Precision@1,micro_Precision@5,micro_Precision@10
contrastive_sum,14,33052,0.03911654309655265,0.12038716998423447,0.17073944153845907,0.03911654309655265,0.02966699032913972,0.024740434607161296,0.03452136028076969,0.1090100447779257,0.16649521965387873,0.03452136028076969,0.027659445721892734,0.02421638630037502
