method,query_entries,source_query_cases,macro_Recall@1,macro_Recall@5,macro_Recall@10,macro_Precision@1,macro_Precision@5,macro_Precision@10,micro_Recall@1,micro_Recall@5,micro_Recall@10,micro_Precision@1,micro_Precision@5,micro_Precision@10
adaptive_tangent_sequential,14,33052,0.040605228626749756,0.12353468894323263,0.18692692112690001,0.040605228626749756,0.03092921798784081,0.026873858880007623,0.03443059421517609,0.10925208761950865,0.16676751785065957,0.03443059421517609,0.027744160716446777,0.02420125862277609
