method,query_entries,source_query_cases,macro_Recall@1,macro_Recall@5,macro_Recall@10,macro_Precision@1,macro_Precision@5,macro_Precision@10,micro_Recall@1,micro_Recall@5,micro_Recall@10,micro_Precision@1,micro_Precision@5,micro_Precision@10
direct_sequential,14,33052,0.028070269111702986,0.07327182778117927,0.11206022073260445,0.028070269111702986,0.017907004517991546,0.015295705932256308,0.026019605470168218,0.08274839646617452,0.12634636330630522,0.026019605470168218,0.02057364153455161,0.01786276170882237
