method,query_entries,source_query_cases,macro_Recall@1,macro_Recall@5,macro_Recall@10,macro_Precision@1,macro_Precision@5,macro_Precision@10,micro_Recall@1,micro_Recall@5,micro_Recall@10,micro_Precision@1,micro_Precision@5,micro_Precision@10
direct_sum,14,33052,0.023966709267386106,0.07182740338778983,0.10842420927025993,0.023966709267386106,0.01756813074795618,0.014712034387125808,0.02571705191818952,0.08147767154786398,0.12477308483601597,0.02571705191818952,0.02026503691153333,0.017681229577635148
