method,checkpoint,probe_checkpoint,query_entries,source_query_cases,avg_kept_in_pool,macro_Recall@1,macro_Recall@5,macro_Recall@10,macro_Precision@1,macro_Precision@5,macro_Precision@10,micro_Recall@1,micro_Recall@5,micro_Recall@10,micro_Precision@1,micro_Precision@5,micro_Precision@10,config_id,arch,loss
query_hamming_fill_accuracy,final_best_system/weights/best_val_official_like_at10.pt,final_best_system/results/probe_embedding_v4_m04/probe/best_probe.pt,14,33052,33.64725281374803,0.12315786419622363,0.35657315409582724,0.4786552757255102,0.12315786419622363,0.10169950786822257,0.08641455658635512,0.09615151881883094,0.28370446569042723,0.4054520150066562,0.09615151881883094,0.0785126467384717,0.06939065714631452,v4_m04_deep_asl_lr2e4_d00,mlp,asl
