objective,attribute,threshold,score,accuracy,precision,recall,balanced_accuracy,f1,positive_rate
precision_recall_mid,Big_Lips,0.699999988079071,0.4444444477558136,0.8291639685630798,0.4444444477558136,0.4599211513996124,0.6779484748840332,0.4520503878593445,0.15321891009807587
precision_recall_mid,Big_Nose,0.6499999761581421,0.6447601914405823,0.8250364661216736,0.6447601914405823,0.6609346270561218,0.7701617479324341,0.6527472138404846,0.24880455434322357
precision_recall_mid,Black_Hair,0.75,0.7575325965881348,0.9006896018981934,0.7575325965881348,0.7705115675926208,0.8527556657791138,0.7639669179916382,0.20858711004257202
precision_recall_mid,Blond_Hair,0.8500000238418579,0.8340968489646912,0.9503196477890015,0.8415318727493286,0.8340968489646912,0.902772068977356,0.8377978801727295,0.15382292866706848
precision_recall_mid,Blurry,0.925000011920929,0.5797872543334961,0.9621986150741577,0.6048834919929504,0.5797872543334961,0.7804890871047974,0.5920695662498474,0.04731464385986328
precision_recall_mid,Brown_Hair,0.7249999642372131,0.6665971279144287,0.8392308950424194,0.6668753623962402,0.6665971279144287,0.7803597450256348,0.6667361855506897,0.24125434458255768
precision_recall_mid,Bushy_Eyebrows,0.7999999523162842,0.6997527480125427,0.915437638759613,0.7047314047813416,0.6997527480125427,0.8255162239074707,0.7022332549095154,0.14249761402606964
precision_recall_mid,Chubby,0.8999999761581421,0.6036184430122375,0.9546987414360046,0.6371527910232544,0.6036184430122375,0.7906033992767334,0.6199324131011963,0.06120702624320984
precision_recall_mid,Double_Chin,0.8999999761581421,0.5936293601989746,0.960688591003418,0.5936293601989746,0.6307692527770996,0.8042423725128174,0.6116360425949097,0.04907635599374771
precision_recall_mid,Eyeglasses,0.925000011920929,0.9681851267814636,0.9957718849182129,0.9709934592247009,0.9681851267814636,0.9830105304718018,0.9695872664451599,0.06961292773485184
precision_recall_mid,Goatee,0.925000011920929,0.7609289884567261,0.9663764238357544,0.7779329419136047,0.7609289884567261,0.8718246221542358,0.769336998462677,0.07369004189968109
precision_recall_mid,Gray_Hair,0.925000011920929,0.777550995349884,0.9787083864212036,0.777550995349884,0.7880041599273682,0.8882348537445068,0.7827426791191101,0.04867367818951607
precision_recall_mid,Heavy_Makeup,0.6749999523162842,0.8838859796524048,0.9122665524482727,0.8904340863227844,0.8838859796524048,0.9071543216705322,0.8871479034423828,0.3901444673538208
precision_recall_mid,High_Cheekbones,0.550000011920929,0.849205493927002,0.867065966129303,0.849205493927002,0.8561505675315857,0.8660608530044556,0.8526638150215149,0.4492877721786499
precision_recall_mid,Male,0.42500001192092896,0.9914873242378235,0.9929531216621399,0.9919564723968506,0.9914873242378235,0.9927635192871094,0.9917218685150146,0.4257311224937439
precision_recall_mid,Mouth_Slightly_Open,0.4749999940395355,0.900344729423523,0.9049177169799805,0.9021352529525757,0.900344729423523,0.904757559299469,0.9012390971183777,0.48185431957244873
