query_id,query,sources,avg_kept_in_pool,avg_pred_hamming_kept,avg_query_margin_kept,Recall@1,Recall@5,Recall@10,Precision@1,Precision@5,Precision@10
0,+Smiling,4786,415.6615127455077,5.5681116739875645,0.38136871849648685,0.0885917258671124,0.2442540743836189,0.332010029251985,0.0885917258671124,0.06644379440033325,0.05388633514416953
1,+Eyeglasses,2196,452.65983606557376,5.39831554455401,0.14714616444131498,0.19080145719489983,0.47996357012750457,0.6252276867030966,0.19080145719489983,0.1465391621129307,0.1267304189435326
2,-Heavy_Makeup,4087,229.75483239540006,4.7855033942181295,0.3312916995473033,0.07193540494250061,0.22314656227061413,0.32786885245901637,0.07193540494250061,0.05363347198434003,0.045656961096157675
3,+Male,1595,498.39122257053293,4.853848643437448,0.3915820465753071,0.1310344827586207,0.3492163009404389,0.4746081504702194,0.1310344827586207,0.11147335423197463,0.09843260188087703
4,-Young,5355,260.3869281045752,5.458912268139067,0.17894032710100533,0.04780578898225957,0.18281979458450046,0.2857142857142857,0.04780578898225957,0.04776844070961664,0.04537815126050339
5,+Blond_Hair,5469,369.14847321265313,4.793312720743257,0.09869151297479209,0.0850246845858475,0.2643993417443774,0.38544523678917536,0.0850246845858475,0.07207899067471055,0.06460047540683893
6,+Mustache,301,264.3887043189369,5.695664565032502,0.045566366397562216,0.09634551495016612,0.30564784053156147,0.45514950166112955,0.09634551495016612,0.08770764119601321,0.07076411960132896
7,-Young,5355,260.3869281045752,5.458912268139067,0.17894032710100533,0.04780578898225957,0.18281979458450046,0.2857142857142857,0.04780578898225957,0.04776844070961664,0.04537815126050339
8,"+Eyeglasses, +Smiling",612,224.0261437908497,5.735373186519722,0.2446542361057272,0.17647058823529413,0.46568627450980393,0.6225490196078431,0.17647058823529413,0.14901960784313778,0.127450980392157
9,"+Black_Hair, -Wavy_Hair",2572,283.72395023328147,4.519902687792088,0.32003102785274734,0.07426127527216174,0.23950233281493002,0.38413685847589424,0.07426127527216174,0.061586314152410546,0.05835925349922174
10,"-Male, -Mustache",27,488.51851851851853,6.5371664453435825,0.7387586986577069,0.037037037037037035,0.14814814814814814,0.37037037037037035,0.037037037037037035,0.037037037037037035,0.04074074074074074
11,"+Chubby, -Young",584,185.0804794520548,6.3695429179766405,0.13368677577539667,0.0821917808219178,0.3544520547945205,0.5273972602739726,0.0821917808219178,0.08630136986301382,0.0717465753424661
12,"-Smiling, +Eyeglasses, +Wearing_Hat",79,75.70886075949367,5.963866571836833,0.22773437786705886,0.22784810126582278,0.7341772151898734,0.8481012658227848,0.22784810126582278,0.2658227848101264,0.18227848101265812
13,"+Wearing_Lipstick, -Heavy_Makeup, +Smiling",34,89.23529411764706,4.534381305470186,0.24399135437081843,0.029411764705882353,0.08823529411764706,0.2647058823529412,0.029411764705882353,0.017647058823529415,0.026470588235294114
