method,query_id,query,sources,avg_filtered_candidates_in_pool,avg_official_valid_candidates_in_filtered_pool,filtered_pool_hit_rate,raw_pool_hit_rate,Recall@1,Recall@5,Recall@10,Precision@1,Precision@5,Precision@10
oracle_hamming_only,0,+Smiling,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.06666666666666667,0.03333333333333333
oracle_hamming_only,1,+Eyeglasses,3,3.0,3.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5333333333333333,0.3
