method,description,checkpoint,model_id,top_pool,top_k,beta,max_hamming,query_entries,source_query_cases,macro_avg_filtered_candidates_in_pool,macro_avg_official_valid_candidates_in_filtered_pool,macro_filtered_pool_hit_rate,macro_raw_pool_hit_rate,macro_Recall@1,macro_Recall@5,macro_Recall@10,macro_Precision@1,macro_Precision@5,macro_Precision@10,micro_Recall@1,micro_Recall@5,micro_Recall@10,micro_Precision@1,micro_Precision@5,micro_Precision@10
baseline_q_final,No oracle filtering; use q_final top-k directly.,/Users/kuba/deep_learning/final_best_system/weights/best_val_official_like_at10.pt,openai/clip-vit-base-patch32,500,10,1.25,2,14,33052,500.0,8.296423221371372,0.9647185115663687,0.9647185115663687,0.09009136175993049,0.26889120822849544,0.39698439353876386,0.09009136175993049,0.07492404260254641,0.06608954997851167,0.07058574367663076,0.21986566622292145,0.32839162531768123,0.07058574367663076,0.0583141716083742,0.05208761950865244
