method,description,checkpoint,model_id,top_pool,top_k,beta,max_hamming,query_entries,source_query_cases,macro_avg_filtered_candidates_in_pool,macro_avg_official_valid_candidates_in_filtered_pool,macro_filtered_pool_hit_rate,macro_raw_pool_hit_rate,macro_Recall@1,macro_Recall@5,macro_Recall@10,macro_Precision@1,macro_Precision@5,macro_Precision@10,micro_Recall@1,micro_Recall@5,micro_Recall@10,micro_Precision@1,micro_Precision@5,micro_Precision@10
oracle_hamming_only,Keep candidates with non-query Hamming<=max_hamming only.,/Users/kuba/deep_learning/final_best_system/weights/best_val_official_like_at10.pt,openai/clip-vit-base-patch32,500,10,1.25,2,14,33052,24.844301076173814,8.296423221371372,0.9647185115663687,0.9647185115663687,0.5706142773919886,0.8713113143153931,0.9362160769799878,0.5706142773919886,0.49350519167071283,0.40452917587611875,0.5157630400580903,0.8614607285489532,0.9349207309693816,0.5157630400580903,0.47022267941425955,0.40137964419702343
