method,checkpoint,query_entries,source_query_cases,macro_Recall@1,macro_Recall@5,macro_Recall@10,macro_Precision@1,macro_Precision@5,macro_Precision@10,micro_Recall@1,micro_Recall@5,micro_Recall@10,micro_Precision@1,micro_Precision@5,micro_Precision@10
model_plus_generic_delta_100,/mnt/meditech/group1/deep_learning/cluster/artifacts/training_runs/hpsearch_gate_v3_20260621_001921_long/gate_v3_sequentialgate_hybmp_l002_w050_balanced_length_b256_lr0.0001_src0.02_scale0.02_long/checkpoints/best_val_official_like_at10.pt,14,33052,0.06189115854618782,0.2027222515673421,0.28274972764075396,0.06189115854618782,0.05422207898957447,0.04615746814439457,0.04958852716930897,0.15832627375045383,0.238593731090403,0.04958852716930897,0.041014159506232536,0.036130945177296
