query_id,query,sources,Recall@1,Recall@5,Recall@10,Precision@1,Precision@5,Precision@10
0,+Smiling,4786,0.06623485165064773,0.18992895946510657,0.26995403259506895,0.06623485165064773,0.049853740075218936,0.04166318428750453
1,+Eyeglasses,2196,0.1489071038251366,0.3925318761384335,0.5541894353369763,0.1489071038251366,0.11539162112932505,0.10004553734061804
2,-Heavy_Makeup,4087,0.056520675311964766,0.1881575727917788,0.2828480548079276,0.056520675311964766,0.04389527770981134,0.038194274528993745
3,+Male,1595,0.10846394984326019,0.2921630094043887,0.4200626959247649,0.10846394984326019,0.08840125391849551,0.08062695924764848
4,-Young,5355,0.040149393090569564,0.1450980392156863,0.23099906629318395,0.040149393090569564,0.036713352007469384,0.03449112978524685
5,+Blond_Hair,5469,0.07259096727006766,0.23075516547814956,0.34869263119400257,0.07259096727006766,0.061364051929053504,0.05598829767782022
6,+Mustache,301,0.09302325581395349,0.3787375415282392,0.53156146179402,0.09302325581395349,0.0983388704318935,0.08006644518272436
7,-Young,5355,0.040149393090569564,0.1450980392156863,0.23099906629318395,0.040149393090569564,0.036713352007469384,0.03449112978524685
8,"+Eyeglasses, +Smiling",612,0.12745098039215685,0.39052287581699346,0.5571895424836601,0.12745098039215685,0.11535947712418332,0.10032679738562128
9,"+Black_Hair, -Wavy_Hair",2572,0.06026438569206843,0.2010108864696734,0.31959564541213065,0.06026438569206843,0.048133748055987934,0.04506220839813342
10,"-Male, -Mustache",27,0.07407407407407407,0.18518518518518517,0.4074074074074074,0.07407407407407407,0.044444444444444446,0.044444444444444446
11,"+Chubby, -Young",584,0.09417808219178082,0.3116438356164384,0.4332191780821918,0.09417808219178082,0.07773972602739736,0.05839041095890429
12,"-Smiling, +Eyeglasses, +Wearing_Hat",79,0.22784810126582278,0.5822784810126582,0.7468354430379747,0.22784810126582278,0.1898734177215189,0.1518987341772151
13,"+Wearing_Lipstick, -Heavy_Makeup, +Smiling",34,0.0,0.058823529411764705,0.14705882352941177,0.0,0.011764705882352941,0.014705882352941176
