method,checkpoint,query_entries,source_query_cases,macro_Recall@1,macro_Recall@5,macro_Recall@10,macro_Precision@1,macro_Precision@5,macro_Precision@10,micro_Recall@1,micro_Recall@5,micro_Recall@10,micro_Precision@1,micro_Precision@5,micro_Precision@10
model_plus_generic_delta_beta_1p50,/mnt/meditech/group1/deep_learning/cluster/artifacts/training_runs/hpsearch_mixed_weak_v5_20260625_122340_long/mixed_v5_mw85_012_weak0p15_lr5em05_beta0p75_tri0p1_long/checkpoints/best_val_official_like_at10.pt,14,33052,0.07119904197227186,0.20946218767245553,0.3049983318858148,0.07119904197227186,0.05737769415966078,0.048721152844590436,0.05327968050344911,0.16882488200411472,0.25117995885271693,0.05327968050344911,0.044124410020573525,0.03856045019968488
