query_id,query,sources,avg_kept_in_pool,avg_pred_hamming_kept,avg_query_margin_kept,Recall@1,Recall@5,Recall@10,Precision@1,Precision@5,Precision@10
0,+Smiling,4786,22.78395319682407,1.7980137366087061,0.2941983004040021,0.08587547012118679,0.2521938988717092,0.3727538654408692,0.08587547012118679,0.06740493104889148,0.05923526953614647
1,+Eyeglasses,2196,45.33697632058288,1.7527774963176475,0.14576457864692752,0.19216757741347906,0.5132058287795993,0.6725865209471766,0.19216757741347906,0.1664845173041875,0.14949908925318747
2,-Heavy_Makeup,4087,29.23709322241253,1.7477495283777458,0.20069281943166573,0.07903107413750918,0.229018840225104,0.33447516515781744,0.07903107413750918,0.05676535356006783,0.04876437484707512
3,+Male,1595,78.882131661442,1.726834445190029,0.38546652299892,0.12789968652037617,0.3630094043887147,0.4990595611285266,0.12789968652037617,0.11448275862068936,0.10771159874608068
4,-Young,5355,23.46610644257703,1.7650159327420003,0.1347015748896412,0.06778711484593837,0.22334267040149394,0.3322128851540616,0.06778711484593837,0.061064425770307115,0.05497665732959821
5,+Blond_Hair,5469,45.19948802340465,1.7745411968465032,0.09141756727854482,0.0916072408118486,0.2942036935454379,0.43024318888279395,0.0916072408118486,0.08261108063631203,0.07542512342293019
6,+Mustache,301,16.98671096345515,1.7770719597809506,0.03956198861931254,0.12292358803986711,0.3388704318936877,0.4983388704318937,0.12292358803986711,0.08704318936877067,0.07176079734219273
7,-Young,5355,23.46610644257703,1.7650159327420003,0.1347015748896412,0.06778711484593837,0.22334267040149394,0.3322128851540616,0.06778711484593837,0.061064425770307115,0.05497665732959821
8,"+Eyeglasses, +Smiling",612,13.062091503267974,1.7770631894883182,0.2175001600602021,0.21405228758169934,0.5555555555555556,0.7009803921568627,0.21405228758169934,0.18856209150326877,0.1571895424836601
9,"+Black_Hair, -Wavy_Hair",2572,42.56687402799378,1.7567146134774523,0.2869826942350603,0.08437013996889581,0.291601866251944,0.43001555209953346,0.08437013996889581,0.07418351477449422,0.06990668740279853
10,"-Male, -Mustache",27,21.14814814814815,1.926758066813151,0.7018432497978211,0.07407407407407407,0.2222222222222222,0.25925925925925924,0.07407407407407407,0.059259259259259255,0.040740740740740744
11,"+Chubby, -Young",584,7.86986301369863,1.7472569577155574,0.11959009728724918,0.2089041095890411,0.583904109589041,0.7054794520547946,0.2089041095890411,0.13698630136986378,0.09246575342465806
12,"-Smiling, +Eyeglasses, +Wearing_Hat",79,5.10126582278481,1.8259088489744397,0.22704098953141105,0.25316455696202533,0.6962025316455697,0.8481012658227848,0.25316455696202533,0.22531645569620237,0.19367088607594932
13,"+Wearing_Lipstick, -Heavy_Makeup, +Smiling",34,7.705882352941177,1.86124736815691,0.22426564013585448,0.029411764705882353,0.11764705882352941,0.20588235294117646,0.029411764705882353,0.029411764705882353,0.023529411764705882
