method,checkpoint,probe_checkpoint,query_entries,source_query_cases,avg_kept_in_pool,avg_pred_hamming_kept,avg_query_margin_kept,macro_Recall@1,macro_Recall@5,macro_Recall@10,macro_Precision@1,macro_Precision@5,macro_Precision@10,micro_Recall@1,micro_Recall@5,micro_Recall@10,micro_Precision@1,micro_Precision@5,micro_Precision@10
A_cal_query_hardh2_accuracy,final_best_system/weights/best_val_official_like_at10.pt,final_best_system/results/probe_reranker_v2_calibrated/probe/best_probe.pt,14,33052,32.70156117632821,1.766329235493229,0.18465716691149853,0.12136112854412583,0.3503086273282216,0.47297151547368665,0.12136112854412583,0.10076000495632169,0.08570375640709439,0.09430594215176086,0.285852595909476,0.4088406147888176,0.09430594215176086,0.0799164952196529,0.07119085078058791
