method,query_id,query,sources,avg_filtered_candidates_in_pool,avg_official_valid_candidates_in_filtered_pool,filtered_pool_hit_rate,raw_pool_hit_rate,Recall@1,Recall@5,Recall@10,Precision@1,Precision@5,Precision@10
baseline_q_final,0,+Smiling,4786,500.0,6.380484747179273,0.9346009193480986,0.9346009193480986,0.07668198913497702,0.22524028416213956,0.3150856665273715,0.07668198913497702,0.06046803175929714,0.05014625992477969
baseline_q_final,1,+Eyeglasses,2196,500.0,14.70719489981785,0.9995446265938069,0.9995446265938069,0.16939890710382513,0.43624772313296906,0.5919854280510018,0.16939890710382513,0.12641165755919698,0.11129326047358681
baseline_q_final,2,-Heavy_Makeup,4087,500.0,6.438218742353805,0.9495962808906289,0.9495962808906289,0.05260582334230487,0.18399804257401517,0.2752630291167115,0.05260582334230487,0.043014436016637965,0.03689747981404392
baseline_q_final,3,+Male,1595,500.0,17.956112852664578,0.9862068965517241,0.9862068965517241,0.1122257053291536,0.30595611285266455,0.4426332288401254,0.1122257053291536,0.09065830721003149,0.08721003134796192
baseline_q_final,4,-Young,5355,500.0,7.512231559290383,0.9563025210084034,0.9563025210084034,0.04257703081232493,0.14864612511671335,0.24070961718020542,0.04257703081232493,0.03734827264239003,0.035350140056021793
baseline_q_final,5,+Blond_Hair,5469,500.0,10.658072773816054,0.985006399707442,0.985006399707442,0.07003108429328946,0.23313219967087218,0.3574693728286707,0.07003108429328946,0.062351435362953664,0.0562991406107147
baseline_q_final,6,+Mustache,301,500.0,5.086378737541528,1.0,1.0,0.11295681063122924,0.3588039867109635,0.46511627906976744,0.11295681063122924,0.09634551495016597,0.07541528239202663
baseline_q_final,7,-Young,5355,500.0,7.512231559290383,0.9563025210084034,0.9563025210084034,0.04257703081232493,0.14864612511671335,0.24070961718020542,0.04257703081232493,0.03734827264239003,0.035350140056021793
baseline_q_final,8,"+Eyeglasses, +Smiling",612,500.0,9.145424836601308,1.0,1.0,0.16176470588235295,0.4297385620915033,0.5800653594771242,0.16176470588235295,0.1307189542483665,0.11094771241830101
baseline_q_final,9,"+Black_Hair, -Wavy_Hair",2572,500.0,9.211508553654744,0.9755054432348367,0.9755054432348367,0.06337480559875583,0.20334370139968896,0.33164852255054433,0.06337480559875583,0.05023328149300193,0.04700622083981301
