query_id,query,sources,Recall@1,Recall@5,Recall@10,Precision@1,Precision@5,Precision@10,method,result_dir
6,+Mustache,301,0.0897009966777408,0.2225913621262458,0.2990033222591362,0.0897009966777408,0.0598006644518272,0.0471760797342192,Learned gate v3 hybmp_l002_w050_balanced_length_b256_lr0,/mnt/meditech/group1/deep_learning/cluster/artifacts/results/gate_model/gate_v3_sequentialgate_hybmp_l002_w050_balanced_length_b256_lr0.0001_src0.02_scale0.02_long
7,-Young,5355,0.0117647058823529,0.0450046685340803,0.0793650793650793,0.0117647058823529,0.0109803921568627,0.0111111111111111,Learned gate v3 hybmp_l002_w050_balanced_length_b256_lr0,/mnt/meditech/group1/deep_learning/cluster/artifacts/results/gate_model/gate_v3_sequentialgate_hybmp_l002_w050_balanced_length_b256_lr0.0001_src0.02_scale0.02_long
8,"+Eyeglasses, +Smiling",612,0.1062091503267973,0.2794117647058823,0.4084967320261438,0.1062091503267973,0.0712418300653595,0.0596405228758172,Learned gate v3 hybmp_l002_w050_balanced_length_b256_lr0,/mnt/meditech/group1/deep_learning/cluster/artifacts/results/gate_model/gate_v3_sequentialgate_hybmp_l002_w050_balanced_length_b256_lr0.0001_src0.02_scale0.02_long
9,"+Black_Hair, -Wavy_Hair",2572,0.0365474339035769,0.1290824261275272,0.2153965785381026,0.0365474339035769,0.0302488335925351,0.0287713841368585,Learned gate v3 hybmp_l002_w050_balanced_length_b256_lr0,/mnt/meditech/group1/deep_learning/cluster/artifacts/results/gate_model/gate_v3_sequentialgate_hybmp_l002_w050_balanced_length_b256_lr0.0001_src0.02_scale0.02_long
10,"-Male, -Mustache",27,0.0,0.0,0.0,0.0,0.0,0.0,Learned gate v3 hybmp_l002_w050_balanced_length_b256_lr0,/mnt/meditech/group1/deep_learning/cluster/artifacts/results/gate_model/gate_v3_sequentialgate_hybmp_l002_w050_balanced_length_b256_lr0.0001_src0.02_scale0.02_long
11,"+Chubby, -Young",584,0.0017123287671232,0.011986301369863,0.0222602739726027,0.0017123287671232,0.0023972602739726,0.0027397260273972,Learned gate v3 hybmp_l002_w050_balanced_length_b256_lr0,/mnt/meditech/group1/deep_learning/cluster/artifacts/results/gate_model/gate_v3_sequentialgate_hybmp_l002_w050_balanced_length_b256_lr0.0001_src0.02_scale0.02_long
12,"-Smiling, +Eyeglasses, +Wearing_Hat",79,0.0886075949367088,0.3924050632911392,0.5569620253164557,0.0886075949367088,0.1063291139240506,0.0886075949367088,Learned gate v3 hybmp_l002_w050_balanced_length_b256_lr0,/mnt/meditech/group1/deep_learning/cluster/artifacts/results/gate_model/gate_v3_sequentialgate_hybmp_l002_w050_balanced_length_b256_lr0.0001_src0.02_scale0.02_long
13,"+Wearing_Lipstick, -Heavy_Makeup, +Smiling",34,0.0294117647058823,0.0588235294117647,0.0588235294117647,0.0294117647058823,0.0117647058823529,0.0058823529411764,Learned gate v3 hybmp_l002_w050_balanced_length_b256_lr0,/mnt/meditech/group1/deep_learning/cluster/artifacts/results/gate_model/gate_v3_sequentialgate_hybmp_l002_w050_balanced_length_b256_lr0.0001_src0.02_scale0.02_long
0,+Smiling,4786,0.0743836188884245,0.2204346009193481,0.304220643543669,0.0743836188884245,0.0607605516088583,0.0499791057250304,Learned gate v3 seqp2_ov005,/mnt/meditech/group1/deep_learning/cluster/artifacts/results/gate_model/gate_v3_sequentialgate_seqp2_ov005_balanced_length_b256_lr0.0001_src0.02_scale0.02_long
1,+Eyeglasses,2196,0.1252276867030965,0.3337887067395264,0.4644808743169399,0.1252276867030965,0.0957194899817844,0.0799635701275035,Learned gate v3 seqp2_ov005,/mnt/meditech/group1/deep_learning/cluster/artifacts/results/gate_model/gate_v3_sequentialgate_seqp2_ov005_balanced_length_b256_lr0.0001_src0.02_scale0.02_long
