method,description,checkpoint,model_id,top_pool,top_k,beta,max_hamming,query_entries,source_query_cases,macro_avg_filtered_candidates_in_pool,macro_avg_official_valid_candidates_in_filtered_pool,macro_filtered_pool_hit_rate,macro_raw_pool_hit_rate,macro_Recall@1,macro_Recall@5,macro_Recall@10,macro_Precision@1,macro_Precision@5,macro_Precision@10,micro_Recall@1,micro_Recall@5,micro_Recall@10,micro_Precision@1,micro_Precision@5,micro_Precision@10
oracle_query_and_hamming,Keep candidates satisfying both query and non-query Hamming constraints.,/Users/kuba/deep_learning/final_best_system/weights/best_val_official_like_at10.pt,openai/clip-vit-base-patch32,500,10,1.25,2,14,33052,8.296423221371372,8.296423221371372,0.9647185115663687,0.9647185115663687,0.9647185115663687,0.9647185115663687,0.9647185115663687,0.9647185115663687,0.7949924985451734,0.5727640957384569,0.9647827665496793,0.9647827665496793,0.9647827665496793,0.9647827665496793,0.7843882367178998,0.5789362217112423
