epoch,step,train_loss,bce,macro_accuracy,macro_precision,macro_recall,macro_f1,micro_accuracy
1,159,0.6650303969593168,0.33254265785217285,0.8404854536056519,0.5345355868339539,0.8793048858642578,0.6366984844207764,0.8404854536056519
2,318,0.47595045607794756,0.3118530511856079,0.8519781231880188,0.5546677112579346,0.8846308588981628,0.6549912095069885,0.8519781827926636
3,477,0.4577269889648605,0.3045305907726288,0.8559370040893555,0.5594539046287537,0.8864782452583313,0.6603354215621948,0.8559370040893555
4,636,0.4487961690006016,0.3022763133049011,0.8567436337471008,0.5616874694824219,0.887809157371521,0.6627178192138672,0.856743574142456
5,795,0.4423848293112509,0.29927030205726624,0.8582461476325989,0.5651818513870239,0.8895923495292664,0.6656606793403625,0.8582460880279541
6,954,0.4373149553184989,0.29661259055137634,0.8596553802490234,0.5661346316337585,0.8907977938652039,0.6673198938369751,0.8596554398536682
7,1113,0.43294763490089083,0.29679709672927856,0.8589784502983093,0.5667649507522583,0.892959475517273,0.6678169965744019,0.8589784502983093
8,1272,0.42923905695759274,0.2913995087146759,0.8618903160095215,0.5704272985458374,0.8909085988998413,0.6711984872817993,0.8618903160095215
