epoch,step,train_loss,bce,macro_accuracy,macro_precision,macro_recall,macro_f1,micro_accuracy
1,159,0.556983027818068,0.3134836256504059,0.8511764407157898,0.5517884492874146,0.8862935304641724,0.6528211236000061,0.8511765599250793
2,318,0.4531002106531611,0.3019717335700989,0.8570669889450073,0.5632289052009583,0.889187216758728,0.6624226570129395,0.8570669889450073
3,477,0.4380236161205004,0.29325592517852783,0.8610635995864868,0.5692746043205261,0.8890739679336548,0.6686941981315613,0.8610635995864868
4,636,0.4280451689876101,0.28844836354255676,0.8628417253494263,0.5726398229598999,0.890204906463623,0.6727532148361206,0.8628416657447815
5,795,0.42016678017640263,0.2891111373901367,0.8626767992973328,0.5728493928909302,0.8944388628005981,0.6742450594902039,0.8626767992973328
6,954,0.4138801767016357,0.28350991010665894,0.8654237985610962,0.5765453577041626,0.893621563911438,0.6779172420501709,0.8654237985610962
7,1113,0.4079675623830759,0.2849462330341339,0.8642535209655762,0.5765206217765808,0.8932803869247437,0.6765649318695068,0.8642535209655762
8,1272,0.4025916635240399,0.2810846269130707,0.8664066195487976,0.5798136591911316,0.8922732472419739,0.6806033849716187,0.8664066195487976
