method,checkpoint,query_entries,source_query_cases,macro_Recall@1,macro_Recall@5,macro_Recall@10,macro_Precision@1,macro_Precision@5,macro_Precision@10,micro_Recall@1,micro_Recall@5,micro_Recall@10,micro_Precision@1,micro_Precision@5,micro_Precision@10
learned_gate_v1,/mnt/meditech/group1/deep_learning/cluster/artifacts/training_runs/hpsearch_gate_v1_20260618_024432_long/gate_v1_ov015_balanced_length_b256_lr0.0003_src0.02_scale0.1_long/checkpoints/best_val_official_like_at10.pt,14,33052,0.0346363345822247,0.11092636496283878,0.16012621486288184,0.0346363345822247,0.028554095747999945,0.02370098054635464,0.03231271935132519,0.10129492920246884,0.1552099721650732,0.03231271935132519,0.026273750453830298,0.02328754689580037
