method,description,checkpoint,model_id,top_pool,top_k,beta,max_hamming,query_entries,source_query_cases,macro_avg_filtered_candidates_in_pool,macro_avg_official_valid_candidates_in_filtered_pool,macro_filtered_pool_hit_rate,macro_raw_pool_hit_rate,macro_Recall@1,macro_Recall@5,macro_Recall@10,macro_Precision@1,macro_Precision@5,macro_Precision@10,micro_Recall@1,micro_Recall@5,micro_Recall@10,micro_Precision@1,micro_Precision@5,micro_Precision@10
oracle_query_only,Keep candidates satisfying requested query attributes only.,/Users/kuba/deep_learning/final_best_system/weights/best_val_official_like_at10.pt,openai/clip-vit-base-patch32,50,10,1.25,2,2,6,47.666666666666664,1.6666666666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.1,0.06666666666666668,0.5,0.5,0.5,0.5,0.10000000000000002,0.06666666666666667
