method,checkpoint,model_id,top_pool,top_k,beta,max_hamming,fill_to_k,query_entries,source_query_cases,macro_pool_hit_rate,macro_avg_filtered_candidates_in_pool,macro_Recall@1,macro_Recall@5,macro_Recall@10,macro_Precision@1,macro_Precision@5,macro_Precision@10,micro_Recall@1,micro_Recall@5,micro_Recall@10,micro_Precision@1,micro_Precision@5,micro_Precision@10
oracle_top_pool_hamming_filter,final_best_system/weights/best_val_official_like_at10.pt,openai/clip-vit-base-patch32,25,10,1.5,2,False,14,33052,0.573459784713961,1.2292760236397144,0.573459784713961,0.573459784713961,0.573459784713961,0.573459784713961,0.2343034279617247,0.12254039162553429,0.4891383274839647,0.4891383274839647,0.4891383274839647,0.4891383274839647,0.1953285731574501,0.10349449352535481
