query_id,query,sources,avg_kept_in_pool,avg_pred_hamming_kept,avg_query_margin_kept,Recall@1,Recall@5,Recall@10,Precision@1,Precision@5,Precision@10,method
8,"+Eyeglasses, +Smiling",612,235.30065359477123,10.94244597394482,0.4616666039318041,0.1699346405228758,0.4379084967320261,0.5931372549019608,0.1699346405228758,0.1369281045751638,0.118137254901961,A_cal_query_only_balancedaccuracy
9,"+Black_Hair, -Wavy_Hair",2572,307.9412908242613,7.775453625348271,0.3722965019069971,0.0719284603421461,0.223561430793157,0.3538102643856921,0.0719284603421461,0.056687402799378,0.0528382581648516,A_cal_query_only_balancedaccuracy
10,"-Male, -Mustache",27,484.0740740740741,12.303356682812726,0.4787321830237353,0.074074074074074,0.1851851851851851,0.4074074074074074,0.074074074074074,0.0444444444444444,0.0481481481481481,A_cal_query_only_balancedaccuracy
11,"+Chubby, -Young",584,426.2756849315069,9.813549694133131,0.4805709611471385,0.0804794520547945,0.3082191780821918,0.4520547945205479,0.0804794520547945,0.0767123287671233,0.0613013698630138,A_cal_query_only_balancedaccuracy
12,"-Smiling, +Eyeglasses, +Wearing_Hat",79,91.60759493670886,11.797703386862066,0.4942635203464122,0.2278481012658227,0.6329113924050633,0.7215189873417721,0.2278481012658227,0.2151898734177214,0.1632911392405062,A_cal_query_only_balancedaccuracy
13,"+Wearing_Lipstick, -Heavy_Makeup, +Smiling",34,59.3235294117647,8.8011374613818,0.2406053034698262,0.0294117647058823,0.1176470588235294,0.2058823529411764,0.0294117647058823,0.0294117647058823,0.0235294117647058,A_cal_query_only_balancedaccuracy
0,+Smiling,4786,430.164020058504,7.095680359662252,0.5160218023115554,0.0770998746343501,0.2256581696615127,0.3113246970330129,0.0770998746343501,0.0604262432093598,0.0495403259506886,A_cal_query_only_f1
1,+Eyeglasses,2196,452.65983606557376,7.485013727933331,0.1471461644413149,0.1707650273224043,0.4458105646630236,0.5956284153005464,0.1707650273224043,0.1290528233151167,0.1132969034608364,A_cal_query_only_f1
2,-Heavy_Makeup,4087,203.0670418399804,6.787074800280857,0.2958293574120906,0.0528505015904086,0.1822852948372889,0.2777098115977489,0.0528505015904086,0.0437974064105699,0.0379740641057004,A_cal_query_only_f1
3,+Male,1595,498.3912225705329,6.800924206078987,0.3915820465753071,0.1122257053291536,0.3059561128526645,0.4426332288401254,0.1122257053291536,0.0910344827586208,0.0873354231974917,A_cal_query_only_f1
4,-Young,5355,260.3869281045752,7.1548897749458265,0.1789403271010053,0.046125116713352,0.1686274509803921,0.2655462184873949,0.046125116713352,0.0445191409897287,0.0420354808590095,A_cal_query_only_f1
5,+Blond_Hair,5469,389.1369537392577,6.42733809376443,0.1416354879129301,0.0784421283598464,0.2506856829402084,0.3819711098921192,0.0784421283598464,0.0671786432620209,0.0606509416712379,A_cal_query_only_f1
6,+Mustache,301,264.3887043189369,7.496249248023049,0.0455663663975622,0.1229235880398671,0.3255813953488372,0.4352159468438538,0.1229235880398671,0.0903654485049832,0.0691029900332226,A_cal_query_only_f1
7,-Young,5355,260.3869281045752,7.1548897749458265,0.1789403271010053,0.046125116713352,0.1686274509803921,0.2655462184873949,0.046125116713352,0.0445191409897287,0.0420354808590095,A_cal_query_only_f1
8,"+Eyeglasses, +Smiling",612,242.44117647058823,7.847701251117233,0.3047658591196427,0.1683006535947712,0.4313725490196078,0.5882352941176471,0.1683006535947712,0.1352941176470592,0.1176470588235296,A_cal_query_only_f1
9,"+Black_Hair, -Wavy_Hair",2572,283.6753499222395,6.175396371036073,0.3158964724229246,0.0711508553654743,0.2293934681181959,0.3674183514774494,0.0711508553654743,0.0591757387247278,0.054898911353032,A_cal_query_only_f1
10,"-Male, -Mustache",27,488.5185185185185,8.519405859488028,0.7387586986577069,0.074074074074074,0.1851851851851851,0.4074074074074074,0.074074074074074,0.0444444444444444,0.0481481481481481,A_cal_query_only_f1
11,"+Chubby, -Young",584,293.18150684931504,7.759652163067909,0.168742307066305,0.0821917808219178,0.3407534246575342,0.4914383561643836,0.0821917808219178,0.0808219178082192,0.0655821917808222,A_cal_query_only_f1
12,"-Smiling, +Eyeglasses, +Wearing_Hat",79,71.49367088607595,8.433170234100729,0.1859431644029255,0.2278481012658227,0.620253164556962,0.7088607594936709,0.2278481012658227,0.2101265822784808,0.1518987341772151,A_cal_query_only_f1
13,"+Wearing_Lipstick, -Heavy_Makeup, +Smiling",34,69.67647058823529,6.8828299466301415,0.2749160650898428,0.0294117647058823,0.088235294117647,0.2058823529411764,0.0294117647058823,0.0235294117647058,0.0235294117647058,A_cal_query_only_f1
0,+Smiling,4786,423.4782699540326,6.571482856105273,0.4486521451395025,0.0760551608859172,0.2225240284162139,0.3081905557877141,0.0760551608859172,0.0598412035102374,0.0490806519013781,A_cal_query_only_precisionrecallmid
1,+Eyeglasses,2196,449.7372495446266,6.444401005686741,0.0728760752046586,0.1712204007285974,0.4458105646630236,0.5951730418943534,0.1712204007285974,0.1293260473588326,0.1131147540983592,A_cal_query_only_precisionrecallmid
2,-Heavy_Makeup,4087,245.8446293124541,6.03029696871956,0.3576044876184036,0.0633716662588695,0.2052850501590408,0.3058478101296795,0.0633716662588695,0.048593100073403,0.0416442378272564,A_cal_query_only_precisionrecallmid
